model,scenario,region,variable,item,unit,year,value
aglink,baseline,ind,yild,sgc,t/ha,2020,77.3471237
aglink,baseline,ind,yild,sgc,t/ha,2030,84.14464493
aglink,baseline,ind,yild,sgc,t/ha,2040,85.5908388
aglink,baseline,ind,yild,vfn,t/ha,2000,0.983741321
aglink,baseline,ind,yild,vfn,t/ha,2010,0.998100607
aglink,baseline,ind,yild,vfn,t/ha,2020,1.023896089
aglink,baseline,ind,yild,vfn,t/ha,2030,1.090623508
aglink,baseline,ind,yild,vfn,t/ha,2040,1.191204832
aglink,baseline,ind,yild,wht,t/ha,2000,2.778469039
aglink,baseline,ind,yild,wht,t/ha,2010,2.839458278
aglink,baseline,ind,yild,wht,t/ha,2020,3.439774213
aglink,baseline,ind,yild,wht,t/ha,2030,3.798126615
aglink,baseline,ind,yild,wht,t/ha,2040,4.238654198
aglink,baseline,men,area,cgr,1000 ha,2000,19574.50369
aglink,baseline,men,area,cgr,1000 ha,2010,27141.61002
aglink,baseline,men,area,cgr,1000 ha,2020,26363.65522
aglink,baseline,men,area,cgr,1000 ha,2030,24639.17347
aglink,baseline,men,area,cgr,1000 ha,2040,24376.66585
aglink,baseline,men,area,grs,1000 ha,2000,497337.2886
aglink,baseline,men,area,grs,1000 ha,2010,482106.1296
aglink,baseline,men,area,grs,1000 ha,2020,412599.0091
aglink,baseline,men,area,grs,1000 ha,2030,412618.8671
aglink,baseline,men,area,grs,1000 ha,2040,412618.8671
aglink,baseline,men,area,osd,1000 ha,2000,2709.8336
aglink,baseline,men,area,osd,1000 ha,2010,2133.9936
aglink,baseline,men,area,osd,1000 ha,2020,2474.9936
aglink,baseline,men,area,osd,1000 ha,2030,2670.120522
aglink,baseline,men,area,osd,1000 ha,2040,2690.509475
aglink,baseline,men,area,pfb,1000 ha,2000,1638.694693
aglink,baseline,men,area,pfb,1000 ha,2010,945.2974933
aglink,baseline,men,area,pfb,1000 ha,2020,752.6448928
aglink,baseline,men,area,pfb,1000 ha,2030,864.5114649
aglink,baseline,men,area,pfb,1000 ha,2040,872.0789168
aglink,baseline,men,area,ric,1000 ha,2000,1290.331362
aglink,baseline,men,area,ric,1000 ha,2010,1211.69135
aglink,baseline,men,area,ric,1000 ha,2020,1885.63735
aglink,baseline,men,area,ric,1000 ha,2030,1530.061112
aglink,baseline,men,area,ric,1000 ha,2040,1528.013073
aglink,baseline,men,area,sgc,1000 ha,2000,962.77261
aglink,baseline,men,area,sgc,1000 ha,2010,914.2517317
aglink,baseline,men,area,sgc,1000 ha,2020,1068.450208
aglink,baseline,men,area,sgc,1000 ha,2030,1139.37779
aglink,baseline,men,area,sgc,1000 ha,2040,1203.042864
aglink,baseline,men,area,vfn,1000 ha,2000,4754.89136
aglink,baseline,men,area,vfn,1000 ha,2010,3944.50036
aglink,baseline,men,area,vfn,1000 ha,2020,4708.57636
aglink,baseline,men,area,vfn,1000 ha,2030,4821.135003
aglink,baseline,men,area,vfn,1000 ha,2040,4890.23403
aglink,baseline,men,area,wht,1000 ha,2000,23753.00052
aglink,baseline,men,area,wht,1000 ha,2010,24888.47046
aglink,baseline,men,area,wht,1000 ha,2020,24394.93244
aglink,baseline,men,area,wht,1000 ha,2030,23814.09165
aglink,baseline,men,area,wht,1000 ha,2040,23821.28216
aglink,baseline,men,cons,cgr,1000 t,2000,53507.81289
aglink,baseline,men,cons,cgr,1000 t,2010,73619.64612
aglink,baseline,men,cons,cgr,1000 t,2020,97222.78263
aglink,baseline,men,cons,cgr,1000 t,2030,106979.8575
aglink,baseline,men,cons,cgr,1000 t,2040,124275.8097
aglink,baseline,men,cons,nrm,1000 t,2000,7649.25933
aglink,baseline,men,cons,nrm,1000 t,2010,12259.27901
aglink,baseline,men,cons,nrm,1000 t,2020,16429.53196
aglink,baseline,men,cons,nrm,1000 t,2030,19401.77095
aglink,baseline,men,cons,nrm,1000 t,2040,22605.13498
aglink,baseline,men,cons,osd,1000 t,2000,4910.624506
aglink,baseline,men,cons,osd,1000 t,2010,10104.93516
aglink,baseline,men,cons,osd,1000 t,2020,18649.83689
aglink,baseline,men,cons,osd,1000 t,2030,21695.00367
aglink,baseline,men,cons,osd,1000 t,2040,23419.52697
aglink,baseline,men,cons,pfb,1000 t,2000,1778.305186
aglink,baseline,men,cons,pfb,1000 t,2010,1818.914368
aglink,baseline,men,cons,pfb,1000 t,2020,1931.933367
aglink,baseline,men,cons,pfb,1000 t,2030,2419.488325
aglink,baseline,men,cons,pfb,1000 t,2040,2758.318938
aglink,baseline,men,cons,ric,1000 t,2000,9890.88189
aglink,baseline,men,cons,ric,1000 t,2010,12419.45189
aglink,baseline,men,cons,ric,1000 t,2020,15344.50354
aglink,baseline,men,cons,ric,1000 t,2030,16710.97772
aglink,baseline,men,cons,ric,1000 t,2040,18270.64115
aglink,baseline,men,cons,rum,1000 t,2000,5075.15167
aglink,baseline,men,cons,rum,1000 t,2010,6658.73453
aglink,baseline,men,cons,rum,1000 t,2020,7782.81303
aglink,baseline,men,cons,rum,1000 t,2030,9834.417143
aglink,baseline,men,cons,rum,1000 t,2040,11341.03239
aglink,baseline,men,cons,vfn,1000 t,2000,7707.594764
aglink,baseline,men,cons,vfn,1000 t,2010,9695.196655
aglink,baseline,men,cons,vfn,1000 t,2020,11262.29825
aglink,baseline,men,cons,vfn,1000 t,2030,13097.09168
aglink,baseline,men,cons,vfn,1000 t,2040,14693.31215
aglink,baseline,men,cons,wht,1000 t,2000,79334.60103
aglink,baseline,men,cons,wht,1000 t,2010,96160.95495
aglink,baseline,men,cons,wht,1000 t,2020,116501.5929
aglink,baseline,men,cons,wht,1000 t,2030,129638.5562
aglink,baseline,men,cons,wht,1000 t,2040,141970.4911
aglink,baseline,men,expo,cgr,1000 t,2000,581.01321
aglink,baseline,men,expo,cgr,1000 t,2010,333.0127541
aglink,baseline,men,expo,cgr,1000 t,2020,785.0125671
aglink,baseline,men,expo,cgr,1000 t,2030,657.533176
aglink,baseline,men,expo,cgr,1000 t,2040,591.4509667
aglink,baseline,men,expo,nrm,1000 t,2000,123.4104946
aglink,baseline,men,expo,nrm,1000 t,2010,560.0758238
aglink,baseline,men,expo,nrm,1000 t,2020,1362.733174
aglink,baseline,men,expo,nrm,1000 t,2030,1851.36082
aglink,baseline,men,expo,nrm,1000 t,2040,2154.204038
aglink,baseline,men,expo,osd,1000 t,2000,72.304672
aglink,baseline,men,expo,osd,1000 t,2010,85.086402
aglink,baseline,men,expo,osd,1000 t,2020,431.752492
aglink,baseline,men,expo,osd,1000 t,2030,261.5280465
aglink,baseline,men,expo,osd,1000 t,2040,264.7059028
aglink,baseline,men,expo,pfb,1000 t,2000,371.097983
aglink,baseline,men,expo,pfb,1000 t,2010,141.1214788
aglink,baseline,men,expo,pfb,1000 t,2020,372.8398479
aglink,baseline,men,expo,pfb,1000 t,2030,332.6075189
aglink,baseline,men,expo,pfb,1000 t,2040,313.5917807
aglink,baseline,men,expo,ric,1000 t,2000,582.99171
aglink,baseline,men,expo,ric,1000 t,2010,155.48144
aglink,baseline,men,expo,ric,1000 t,2020,39.22729
aglink,baseline,men,expo,ric,1000 t,2030,22.81619169
aglink,baseline,men,expo,ric,1000 t,2040,35.09441671
aglink,baseline,men,expo,rum,1000 t,2000,109.15503
aglink,baseline,men,expo,rum,1000 t,2010,248.00672
aglink,baseline,men,expo,rum,1000 t,2020,231.7217042
aglink,baseline,men,expo,rum,1000 t,2030,257.8937039
aglink,baseline,men,expo,rum,1000 t,2040,269.7871744
aglink,baseline,men,expo,vfn,1000 t,2000,382.1306832
aglink,baseline,men,expo,vfn,1000 t,2010,871.9379971
aglink,baseline,men,expo,vfn,1000 t,2020,1793.849251
aglink,baseline,men,expo,vfn,1000 t,2030,1851.034346
aglink,baseline,men,expo,vfn,1000 t,2040,2035.154092
aglink,baseline,men,expo,wht,1000 t,2000,2847.000951
aglink,baseline,men,expo,wht,1000 t,2010,3939.637116
aglink,baseline,men,expo,wht,1000 t,2020,5520.84953
aglink,baseline,men,expo,wht,1000 t,2030,5499.72143
aglink,baseline,men,expo,wht,1000 t,2040,5333.181594
aglink,baseline,men,feed,cgr,1000 t,2000,38845.6363
aglink,baseline,men,feed,cgr,1000 t,2010,56422.36742
aglink,baseline,men,feed,cgr,1000 t,2020,77902.45048
aglink,baseline,men,feed,cgr,1000 t,2030,85285.89805
aglink,baseline,men,feed,cgr,1000 t,2040,100440.381
aglink,baseline,men,feed,ric,1000 t,2000,55.00189
aglink,baseline,men,feed,ric,1000 t,2010,36.00189
aglink,baseline,men,feed,ric,1000 t,2020,40.00189
aglink,baseline,men,feed,ric,1000 t,2030,10.37128017
aglink,baseline,men,feed,ric,1000 t,2040,11.88848056
aglink,baseline,men,feed,vfn,1000 t,2000,638.0780165
aglink,baseline,men,feed,vfn,1000 t,2010,695.6262996
aglink,baseline,men,feed,vfn,1000 t,2020,592.369054
aglink,baseline,men,feed,vfn,1000 t,2030,699.5021875
aglink,baseline,men,feed,vfn,1000 t,2040,825.0428373
aglink,baseline,men,feed,wht,1000 t,2000,5423.000372
aglink,baseline,men,feed,wht,1000 t,2010,6954.023409
aglink,baseline,men,feed,wht,1000 t,2020,9907.690159
aglink,baseline,men,feed,wht,1000 t,2030,9244.908925
aglink,baseline,men,feed,wht,1000 t,2040,10852.53331
aglink,baseline,men,food,cgr,1000 t,2000,11135.66654
aglink,baseline,men,food,cgr,1000 t,2010,12335.9677
aglink,baseline,men,food,cgr,1000 t,2020,14292.4216
aglink,baseline,men,food,cgr,1000 t,2030,16715.55093
aglink,baseline,men,food,cgr,1000 t,2040,18372.21408
aglink,baseline,men,food,nrm,1000 t,2000,5093.223352
aglink,baseline,men,food,nrm,1000 t,2010,7958.686012
aglink,baseline,men,food,nrm,1000 t,2020,10732.49202
aglink,baseline,men,food,nrm,1000 t,2030,12906.72731
aglink,baseline,men,food,nrm,1000 t,2040,14989.02309
aglink,baseline,men,food,osd,1000 t,2000,411.0397685
aglink,baseline,men,food,osd,1000 t,2010,474.2312419
aglink,baseline,men,food,osd,1000 t,2020,681.1166941
aglink,baseline,men,food,osd,1000 t,2030,571.8983613
aglink,baseline,men,food,osd,1000 t,2040,632.6618489
aglink,baseline,men,food,ric,1000 t,2000,8231.009823
aglink,baseline,men,food,ric,1000 t,2010,11328.59159
aglink,baseline,men,food,ric,1000 t,2020,13696.2585
aglink,baseline,men,food,ric,1000 t,2030,15326.54745
aglink,baseline,men,food,ric,1000 t,2040,16771.01252
aglink,baseline,men,food,rum,1000 t,2000,3219.752499
aglink,baseline,men,food,rum,1000 t,2010,4306.499195
aglink,baseline,men,food,rum,1000 t,2020,5034.946975
aglink,baseline,men,food,rum,1000 t,2030,6364.083334
aglink,baseline,men,food,rum,1000 t,2040,7338.727273
aglink,baseline,men,food,vfn,1000 t,2000,4851.091185
aglink,baseline,men,food,vfn,1000 t,2010,6563.875144
aglink,baseline,men,food,vfn,1000 t,2020,7522.991427
aglink,baseline,men,food,vfn,1000 t,2030,8708.867945
aglink,baseline,men,food,vfn,1000 t,2040,9737.046644
aglink,baseline,men,food,wht,1000 t,2000,62161.45737
aglink,baseline,men,food,wht,1000 t,2010,78001.44786
aglink,baseline,men,food,wht,1000 t,2020,93748.83325
aglink,baseline,men,food,wht,1000 t,2030,106696.7224
aglink,baseline,men,food,wht,1000 t,2040,116297.0877
aglink,baseline,men,impo,cgr,1000 t,2000,25277.87739
aglink,baseline,men,impo,cgr,1000 t,2010,34382.91561
aglink,baseline,men,impo,cgr,1000 t,2020,56240.09015
aglink,baseline,men,impo,cgr,1000 t,2030,61815.7047
aglink,baseline,men,impo,cgr,1000 t,2040,73745.23357
aglink,baseline,men,impo,nrm,1000 t,2000,807.7523706
aglink,baseline,men,impo,nrm,1000 t,2010,2341.287118
aglink,baseline,men,impo,nrm,1000 t,2020,3107.433589
aglink,baseline,men,impo,nrm,1000 t,2030,3787.828731
aglink,baseline,men,impo,nrm,1000 t,2040,3994.460375
aglink,baseline,men,impo,osd,1000 t,2000,2696.767078
aglink,baseline,men,impo,osd,1000 t,2010,7462.153808
aglink,baseline,men,impo,osd,1000 t,2020,14575.72181
aglink,baseline,men,impo,osd,1000 t,2030,17424.84615
aglink,baseline,men,impo,osd,1000 t,2040,18792.66904
aglink,baseline,men,impo,pfb,1000 t,2000,497.4819268
aglink,baseline,men,impo,pfb,1000 t,2010,943.3542834
aglink,baseline,men,impo,pfb,1000 t,2020,1758.757914
aglink,baseline,men,impo,pfb,1000 t,2030,1523.691614
aglink,baseline,men,impo,pfb,1000 t,2040,1665.640975
aglink,baseline,men,impo,ric,1000 t,2000,4648.212046
aglink,baseline,men,impo,ric,1000 t,2010,6695.251911
aglink,baseline,men,impo,ric,1000 t,2020,7557.365539
aglink,baseline,men,impo,ric,1000 t,2030,9374.342544
aglink,baseline,men,impo,ric,1000 t,2040,10443.89732
aglink,baseline,men,impo,rum,1000 t,2000,951.860342
aglink,baseline,men,impo,rum,1000 t,2010,1821.875059
aglink,baseline,men,impo,rum,1000 t,2020,1847.558723
aglink,baseline,men,impo,rum,1000 t,2030,2567.421504
aglink,baseline,men,impo,rum,1000 t,2040,2917.836779
aglink,baseline,men,impo,vfn,1000 t,2000,1405.030284
aglink,baseline,men,impo,vfn,1000 t,2010,2604.704216
aglink,baseline,men,impo,vfn,1000 t,2020,3603.741781
aglink,baseline,men,impo,vfn,1000 t,2030,4246.406413
aglink,baseline,men,impo,vfn,1000 t,2040,4295.101315
aglink,baseline,men,impo,wht,1000 t,2000,34558.60087
aglink,baseline,men,impo,wht,1000 t,2010,44996.61487
aglink,baseline,men,impo,wht,1000 t,2020,60509.5572
aglink,baseline,men,impo,wht,1000 t,2030,69988.1091
aglink,baseline,men,impo,wht,1000 t,2040,77356.71684
aglink,baseline,men,land,crp,1000 ha,2000,65772.34637
aglink,baseline,men,land,crp,1000 ha,2010,74723.70304
aglink,baseline,men,land,crp,1000 ha,2020,82945.25049
aglink,baseline,men,land,crp,1000 ha,2030,82411.46462
aglink,baseline,men,land,crp,1000 ha,2040,83809.20644
aglink,baseline,men,land,for,1000 ha,2000,56914.54707
aglink,baseline,men,land,for,1000 ha,2010,57116.71677
aglink,baseline,men,land,for,1000 ha,2020,62631.86728
aglink,baseline,men,land,for,1000 ha,2030,63328.08429
aglink,baseline,men,land,for,1000 ha,2040,64134.2276
aglink,baseline,men,land,grs,1000 ha,2000,497337.2886
aglink,baseline,men,land,grs,1000 ha,2010,482106.1296
aglink,baseline,men,land,grs,1000 ha,2020,412599.0091
aglink,baseline,men,land,grs,1000 ha,2030,413786.781
aglink,baseline,men,land,grs,1000 ha,2040,414632.8959
aglink,baseline,men,land,nld,1000 ha,2000,854266.818
aglink,baseline,men,land,nld,1000 ha,2010,860083.6506
aglink,baseline,men,land,nld,1000 ha,2020,915200.6731
aglink,baseline,men,land,nld,1000 ha,2030,913850.8701
aglink,baseline,men,land,nld,1000 ha,2040,910800.8701
aglink,baseline,men,nett,cgr,1000 t,2000,-24696.86418
aglink,baseline,men,nett,cgr,1000 t,2010,-34049.90286
aglink,baseline,men,nett,cgr,1000 t,2020,-55455.07758
aglink,baseline,men,nett,cgr,1000 t,2030,-61158.17153
aglink,baseline,men,nett,cgr,1000 t,2040,-73153.78261
aglink,baseline,men,nett,nrm,1000 t,2000,-684.341876
aglink,baseline,men,nett,nrm,1000 t,2010,-1781.211294
aglink,baseline,men,nett,nrm,1000 t,2020,-1744.700416
aglink,baseline,men,nett,nrm,1000 t,2030,-1936.46791
aglink,baseline,men,nett,nrm,1000 t,2040,-1840.256336
aglink,baseline,men,nett,osd,1000 t,2000,-2624.462406
aglink,baseline,men,nett,osd,1000 t,2010,-7377.067406
aglink,baseline,men,nett,osd,1000 t,2020,-14143.96932
aglink,baseline,men,nett,osd,1000 t,2030,-17163.31811
aglink,baseline,men,nett,osd,1000 t,2040,-18527.96314
aglink,baseline,men,nett,pfb,1000 t,2000,-126.3839438
aglink,baseline,men,nett,pfb,1000 t,2010,-802.2328046
aglink,baseline,men,nett,pfb,1000 t,2020,-1385.918066
aglink,baseline,men,nett,pfb,1000 t,2030,-1191.084095
aglink,baseline,men,nett,pfb,1000 t,2040,-1352.049194
aglink,baseline,men,nett,ric,1000 t,2000,-4065.220336
aglink,baseline,men,nett,ric,1000 t,2010,-6539.770471
aglink,baseline,men,nett,ric,1000 t,2020,-7518.138249
aglink,baseline,men,nett,ric,1000 t,2030,-9351.526352
aglink,baseline,men,nett,ric,1000 t,2040,-10408.80291
aglink,baseline,men,nett,rum,1000 t,2000,-842.705312
aglink,baseline,men,nett,rum,1000 t,2010,-1573.868339
aglink,baseline,men,nett,rum,1000 t,2020,-1615.837019
aglink,baseline,men,nett,rum,1000 t,2030,-2309.5278
aglink,baseline,men,nett,rum,1000 t,2040,-2648.049604
aglink,baseline,men,nett,vfn,1000 t,2000,-1022.899601
aglink,baseline,men,nett,vfn,1000 t,2010,-1732.766219
aglink,baseline,men,nett,vfn,1000 t,2020,-1809.89253
aglink,baseline,men,nett,vfn,1000 t,2030,-2395.372068
aglink,baseline,men,nett,vfn,1000 t,2040,-2259.947223
aglink,baseline,men,nett,wht,1000 t,2000,-31711.59992
aglink,baseline,men,nett,wht,1000 t,2010,-41056.97775
aglink,baseline,men,nett,wht,1000 t,2020,-54988.70767
aglink,baseline,men,nett,wht,1000 t,2030,-64488.38767
aglink,baseline,men,nett,wht,1000 t,2040,-72023.53525
aglink,baseline,men,othu,cgr,1000 t,2000,3526.510047
aglink,baseline,men,othu,cgr,1000 t,2010,4861.310995
aglink,baseline,men,othu,cgr,1000 t,2020,5027.910552
aglink,baseline,men,othu,cgr,1000 t,2030,4978.408555
aglink,baseline,men,othu,cgr,1000 t,2040,5463.214588
aglink,baseline,men,othu,nrm,1000 t,2000,2556.035978
aglink,baseline,men,othu,nrm,1000 t,2010,4300.592999
aglink,baseline,men,othu,nrm,1000 t,2020,5697.039942
aglink,baseline,men,othu,nrm,1000 t,2030,6495.043644
aglink,baseline,men,othu,nrm,1000 t,2040,7616.111892
aglink,baseline,men,othu,osd,1000 t,2000,4499.584738
aglink,baseline,men,othu,osd,1000 t,2010,9630.703914
aglink,baseline,men,othu,osd,1000 t,2020,17968.72019
aglink,baseline,men,othu,osd,1000 t,2030,21123.1053
aglink,baseline,men,othu,osd,1000 t,2040,22786.86512
aglink,baseline,men,othu,pfb,1000 t,2000,1778.305186
aglink,baseline,men,othu,pfb,1000 t,2010,1818.914368
aglink,baseline,men,othu,pfb,1000 t,2020,1931.933367
aglink,baseline,men,othu,pfb,1000 t,2030,2419.488325
aglink,baseline,men,othu,pfb,1000 t,2040,2758.318938
aglink,baseline,men,othu,ric,1000 t,2000,1604.870177
aglink,baseline,men,othu,ric,1000 t,2010,1054.858414
aglink,baseline,men,othu,ric,1000 t,2020,1608.243154
aglink,baseline,men,othu,ric,1000 t,2030,1374.058986
aglink,baseline,men,othu,ric,1000 t,2040,1487.740145
aglink,baseline,men,othu,rum,1000 t,2000,1855.399171
aglink,baseline,men,othu,rum,1000 t,2010,2352.235335
aglink,baseline,men,othu,rum,1000 t,2020,2747.866055
aglink,baseline,men,othu,rum,1000 t,2030,3470.33381
aglink,baseline,men,othu,rum,1000 t,2040,4002.305116
aglink,baseline,men,othu,vfn,1000 t,2000,2218.425562
aglink,baseline,men,othu,vfn,1000 t,2010,2435.695212
aglink,baseline,men,othu,vfn,1000 t,2020,3146.937772
aglink,baseline,men,othu,vfn,1000 t,2030,3688.721547
aglink,baseline,men,othu,vfn,1000 t,2040,4131.222666
aglink,baseline,men,othu,wht,1000 t,2000,11750.14328
aglink,baseline,men,othu,wht,1000 t,2010,11205.48369
aglink,baseline,men,othu,wht,1000 t,2020,12845.0695
aglink,baseline,men,othu,wht,1000 t,2030,13696.92489
aglink,baseline,men,othu,wht,1000 t,2040,14820.87007
aglink,baseline,men,prod,cgr,1000 t,2000,27345.94889
aglink,baseline,men,prod,cgr,1000 t,2010,38975.74308
aglink,baseline,men,prod,cgr,1000 t,2020,43707.70505
aglink,baseline,men,prod,cgr,1000 t,2030,46218.62729
aglink,baseline,men,prod,cgr,1000 t,2040,51494.43939
aglink,baseline,men,prod,dry,1000 t,2000,35222.364
aglink,baseline,men,prod,dry,1000 t,2010,48161.998
aglink,baseline,men,prod,dry,1000 t,2020,56879.805
aglink,baseline,men,prod,dry,1000 t,2030,67076.47121
aglink,baseline,men,prod,dry,1000 t,2040,81499.2777
aglink,baseline,men,prod,nrm,1000 t,2000,6960.687744
aglink,baseline,men,prod,nrm,1000 t,2010,10478.06646
aglink,baseline,men,prod,nrm,1000 t,2020,14684.84565
aglink,baseline,men,prod,nrm,1000 t,2030,17465.30763
aglink,baseline,men,prod,nrm,1000 t,2040,20764.88323
aglink,baseline,men,prod,osd,1000 t,2000,2243.1576
aglink,baseline,men,prod,osd,1000 t,2010,2781.5646
aglink,baseline,men,prod,osd,1000 t,2020,3737.7646
aglink,baseline,men,prod,osd,1000 t,2030,4544.160704
aglink,baseline,men,prod,osd,1000 t,2040,4903.220221
aglink,baseline,men,prod,pfb,1000 t,2000,1694.277873
aglink,baseline,men,prod,pfb,1000 t,2010,1203.006978
aglink,baseline,men,prod,pfb,1000 t,2020,1075.581259
aglink,baseline,men,prod,pfb,1000 t,2030,1238.318756
aglink,baseline,men,prod,pfb,1000 t,2040,1418.904069
aglink,baseline,men,prod,ric,1000 t,2000,5701.461734
aglink,baseline,men,prod,ric,1000 t,2010,5341.681689
aglink,baseline,men,prod,ric,1000 t,2020,8443.615471
aglink,baseline,men,prod,ric,1000 t,2030,7390.638092
aglink,baseline,men,prod,ric,1000 t,2040,7883.918359
aglink,baseline,men,prod,rum,1000 t,2000,4209.231908
aglink,baseline,men,prod,rum,1000 t,2010,5087.594661
aglink,baseline,men,prod,rum,1000 t,2020,6166.991831
aglink,baseline,men,prod,rum,1000 t,2030,7524.897593
aglink,baseline,men,prod,rum,1000 t,2040,8692.989147
aglink,baseline,men,prod,sgc,1000 t,2000,55027.28261
aglink,baseline,men,prod,sgc,1000 t,2010,62264.50109
aglink,baseline,men,prod,sgc,1000 t,2020,74776.9784
aglink,baseline,men,prod,sgc,1000 t,2030,77585.36954
aglink,baseline,men,prod,sgc,1000 t,2040,84707.17567
aglink,baseline,men,prod,vfn,1000 t,2000,6513.473274
aglink,baseline,men,prod,vfn,1000 t,2010,8007.050034
aglink,baseline,men,prod,vfn,1000 t,2020,9452.404763
aglink,baseline,men,prod,vfn,1000 t,2030,10721.82117
aglink,baseline,men,prod,vfn,1000 t,2040,12445.0943
aglink,baseline,men,prod,wht,1000 t,2000,44772.00084
aglink,baseline,men,prod,wht,1000 t,2010,55398.46702
aglink,baseline,men,prod,wht,1000 t,2020,60805.50078
aglink,baseline,men,prod,wht,1000 t,2030,65764.12156
aglink,baseline,men,prod,wht,1000 t,2040,70718.35198
aglink,baseline,men,yild,cgr,t/ha,2000,1.397018761
aglink,baseline,men,yild,cgr,t/ha,2010,1.436014409
aglink,baseline,men,yild,cgr,t/ha,2020,1.657877282
aglink,baseline,men,yild,cgr,t/ha,2030,1.8758189
aglink,baseline,men,yild,cgr,t/ha,2040,2.112448015
aglink,baseline,men,yild,dry,t/ha,2000,5.275296932
aglink,baseline,men,yild,dry,t/ha,2010,6.198922168
aglink,baseline,men,yild,dry,t/ha,2020,6.927748834
aglink,baseline,men,yild,dry,t/ha,2030,7.230139115
aglink,baseline,men,yild,dry,t/ha,2040,7.735633183
aglink,baseline,men,yild,osd,t/ha,2000,0.82778426
aglink,baseline,men,yild,osd,t/ha,2010,1.303454987
aglink,baseline,men,yild,osd,t/ha,2020,1.510211824
aglink,baseline,men,yild,osd,t/ha,2030,1.701856028
aglink,baseline,men,yild,osd,t/ha,2040,1.822413289
aglink,baseline,men,yild,pfb,t/ha,2000,1.03391918
aglink,baseline,men,yild,pfb,t/ha,2010,1.272622626
aglink,baseline,men,yild,pfb,t/ha,2020,1.4290687
aglink,baseline,men,yild,pfb,t/ha,2030,1.432391363
aglink,baseline,men,yild,pfb,t/ha,2040,1.627036317
aglink,baseline,men,yild,ric,t/ha,2000,4.418602774
aglink,baseline,men,yild,ric,t/ha,2010,4.40845079
aglink,baseline,men,yild,ric,t/ha,2020,4.477857564
aglink,baseline,men,yild,ric,t/ha,2030,4.830289478
aglink,baseline,men,yild,ric,t/ha,2040,5.159588292
aglink,baseline,men,yild,sgc,t/ha,2000,57.15501463
aglink,baseline,men,yild,sgc,t/ha,2010,68.1043294
aglink,baseline,men,yild,sgc,t/ha,2020,69.98639508
aglink,baseline,men,yild,sgc,t/ha,2030,68.09450755
aglink,baseline,men,yild,sgc,t/ha,2040,70.41077105
aglink,baseline,men,yild,vfn,t/ha,2000,1.369846918
aglink,baseline,men,yild,vfn,t/ha,2010,2.029927571
aglink,baseline,men,yild,vfn,t/ha,2020,2.007486773
aglink,baseline,men,yild,vfn,t/ha,2030,2.223920543
aglink,baseline,men,yild,vfn,t/ha,2040,2.544887264
aglink,baseline,men,yild,wht,t/ha,2000,1.884898743
aglink,baseline,men,yild,wht,t/ha,2010,2.225868685
aglink,baseline,men,yild,wht,t/ha,2020,2.49254639
aglink,baseline,men,yild,wht,t/ha,2030,2.761563301
aglink,baseline,men,yild,wht,t/ha,2040,2.968704686
aglink,baseline,nam,area,cgr,1000 ha,2000,42633.8874
aglink,baseline,nam,area,cgr,1000 ha,2010,41123.53
aglink,baseline,nam,area,cgr,1000 ha,2020,42323.9361
aglink,baseline,nam,area,cgr,1000 ha,2030,43538.55407
aglink,baseline,nam,area,cgr,1000 ha,2040,43624.38893
aglink,baseline,nam,area,grs,1000 ha,2000,279732.9057
aglink,baseline,nam,area,grs,1000 ha,2010,291140.9526
aglink,baseline,nam,area,grs,1000 ha,2020,291406.4409
aglink,baseline,nam,area,grs,1000 ha,2030,294333.6536
aglink,baseline,nam,area,grs,1000 ha,2040,297290.2705
aglink,baseline,nam,area,osd,1000 ha,2000,37541.65639
aglink,baseline,nam,area,osd,1000 ha,2010,41260.22429
aglink,baseline,nam,area,osd,1000 ha,2020,45773.34119
aglink,baseline,nam,area,osd,1000 ha,2030,48069.76701
aglink,baseline,nam,area,osd,1000 ha,2040,47710.36965
aglink,baseline,nam,area,pfb,1000 ha,2000,5282.379411
aglink,baseline,nam,area,pfb,1000 ha,2010,4329.624807
aglink,baseline,nam,area,pfb,1000 ha,2020,3346.76149
aglink,baseline,nam,area,pfb,1000 ha,2030,3820.989087
aglink,baseline,nam,area,pfb,1000 ha,2040,3897.427772
aglink,baseline,nam,area,ric,1000 ha,2000,1229.843793
aglink,baseline,nam,area,ric,1000 ha,2010,1464.96694
aglink,baseline,nam,area,ric,1000 ha,2020,1230.24848
aglink,baseline,nam,area,ric,1000 ha,2030,1057.12216
aglink,baseline,nam,area,ric,1000 ha,2040,1034.160594
aglink,baseline,nam,area,sgc,1000 ha,2000,990
aglink,baseline,nam,area,sgc,1000 ha,2010,813.1502901
aglink,baseline,nam,area,sgc,1000 ha,2020,842.7692778
aglink,baseline,nam,area,sgc,1000 ha,2030,789.6952639
aglink,baseline,nam,area,sgc,1000 ha,2040,784.7835668
aglink,baseline,nam,area,vfn,1000 ha,2000,3955.068749
aglink,baseline,nam,area,vfn,1000 ha,2010,4888.939
aglink,baseline,nam,area,vfn,1000 ha,2020,5663.491
aglink,baseline,nam,area,vfn,1000 ha,2030,7271.254812
aglink,baseline,nam,area,vfn,1000 ha,2040,6225.969572
aglink,baseline,nam,area,wht,1000 ha,2000,32343.6797
aglink,baseline,nam,area,wht,1000 ha,2010,27559.2012
aglink,baseline,nam,area,wht,1000 ha,2020,24910.2816
aglink,baseline,nam,area,wht,1000 ha,2030,25094.82119
aglink,baseline,nam,area,wht,1000 ha,2040,25212.67237
